Order ID,Order Date,Ship Date,Customer ID,Customer Name,Customer Segment,Product ID,Product Name,Category,Region,State,City,Quantity,Unit Price,Discount (%),Sales Amount,Cost Price,Profit,Payment Mode,Delivery Status,Supplier Name,Supplier Email,Stock Left,Auto Reorder,Reorder Quantity
ORD15765,17-06-2025,21-06-2025,CUST2057,Mary Merritt,Corporate,PROD58842,Stapler,Office Supplies,North,Indiana,Triciaborough,1,4523,5,4296.85,2952.72,1344.13,Credit Card,Pending,Anderson-Frey,castilloantonio@alexander-webster.com,21,No,0
ORD15766,20-04-2025,24-04-2025,CUST4038,Sheila Fischer,Consumer,PROD47101,Juice Pack,Glocery,North,Arizona,Boylefurt,1,4493,20,3594.4,2182.23,1412.17,Credit Card,Delivered,"Davis, Brooks and Dawson",stewarttimothy@tucker-stone.org,38,No,0
ORD15767,01-05-2024,06-05-2024,CUST7670,Kathryn Morgan,Corporate,PROD13343,Headphone,Electronics,South,Georgia,West Jessica,6,3014,20,14467.2,12625.51,1841.69,Net Banking,Cancelled,"Anderson, Adams and Malone",fkidd@morales.com,49,No,0
ORD15768,01-04-2025,08-04-2025,CUST6414,Sean Lloyd,Consumer,PROD60111,Snacks,Glocery,North,Rhode Island,Brandonland,3,2986,20,7166.4,4876.8,2289.6,Cash,returned,"Wallace, Davis and Perez",joel87@butler-davis.com,41,No,0
ORD15769,25-08-2024,27-08-2024,CUST9673,Ryan Nichols,Corporate,PROD73792,Rice Bag,Glocery,East,Delaware,Christopherland,5,4193,10,18868.5,11891.53,6976.97,Cash,Pending,Short-Thornton,mschneider@adkins-baker.com,7,Yes,43
ORD15770,18-02-2025,25-02-2025,CUST9233,Ann Goodman,Home Office,PROD52165,Study Table,Furniture,South,Texas,Kramerside,10,1968,0,19680,15228.52,4451.48,UPI,Delivered,"Vasquez, Johnson and Carroll",wheelerandrea@cruz.com,35,No,0
ORD15771,21-06-2024,23-06-2024,CUST2508,Lee Simmons DVM,Corporate,PROD26998,Sugar,Glocery,West,South Dakota,New Christopher,10,677,20,5416,4818.82,597.18,Cash,returned,Carpenter LLC,gregory46@haley.com,24,No,0
ORD15772,03-12-2024,04-12-2024,CUST3198,Jose Morris,Home Office,PROD89614,Sugar,Glocery,North,California,Michaelport,7,2854,15,16981.3,14332.87,2648.43,UPI,Pending,"Sanders, Brock and Snyder",wrightjames@snyder-ortiz.org,4,Yes,23
ORD15773,30-06-2024,04-07-2024,CUST7798,Wayne Graves,Consumer,PROD77433,Notebook,Office Supplies,East,Illinois,Jesusburgh,2,1830,5,3477,2478.7,998.3,UPI,Delivered,Boyer-Jefferson,anthony62@dodson.biz,24,No,0
ORD15774,21-02-2025,22-02-2025,CUST1306,Ryan Lawson,Home Office,PROD28959,File Folder,Office Supplies,East,Wyoming,Ashleyfort,7,3049,15,18141.55,15545.26,2596.29,Cash,Pending,"Villa, Guerra and Rivera",smithdaniel@baker-hutchinson.org,4,Yes,49
ORD15775,21-11-2023,25-11-2023,CUST7674,Amanda Henson,Consumer,PROD23999,Bookshelf,Furniture,East,Pennsylvania,Julieburgh,3,3168,15,8078.4,6224.28,1854.12,UPI,Pending,"Cook, Reed and Johnson",ycook@brown.com,27,No,0
ORD15776,14-10-2025,18-10-2025,CUST1935,Daniel Davis,Consumer,PROD67133,Mouse,Electronics,South,New Jersey,West Troy,5,1209,5,5742.75,4631.25,1111.5,UPI,Pending,"Phillips, Torres and Davis",devinneal@smith.com,29,No,0
ORD15777,07-11-2024,10-11-2024,CUST2002,Susan Smith,Home Office,PROD62200,File Folder,Office Supplies,North,West Virginia,Michaelville,3,1991,0,5973,4381.55,1591.45,Cash,Delivered,"Smith, Wood and Stewart",zwilliams@harris.com,17,No,0
ORD15778,23-07-2024,27-07-2024,CUST6029,Gwendolyn Sullivan,Corporate,PROD91188,Sugar,Glocery,East,Oklahoma,Sandovalhaven,5,4938,15,20986.5,14423.41,6563.09,Cash,Delivered,Kim and Sons,vhudson@brooks.com,26,No,0
ORD15779,04-12-2024,07-12-2024,CUST1947,Melanie Moses,Consumer,PROD24055,Juice Pack,Glocery,North,Alaska,Jennifermouth,8,742,15,5045.6,4248.25,797.35,Credit Card,returned,Duarte-Lawrence,heathercobb@miller-hooper.com,8,Yes,31
ORD15780,12-03-2025,16-03-2025,CUST3968,Virginia Gray,Consumer,PROD24218,Stapler,Office Supplies,West,Montana,East Walter,6,4609,10,24888.6,20658.59,4230.01,Cash,Delivered,Berg Ltd,adrian26@jones.com,38,No,0
ORD15781,21-12-2023,27-12-2023,CUST2359,Cassandra Warren,Consumer,PROD81363,Snacks,Glocery,West,Arkansas,Port Jenna,1,2356,15,2002.6,1729.49,273.11,UPI,Pending,Mullen-Peterson,bankscaleb@taylor.com,30,No,0
ORD15782,14-08-2024,21-08-2024,CUST5183,Jennifer Schmidt,Corporate,PROD13411,Laptop,Electronics,South,Washington,Rhodesbury,8,657,10,4730.4,3347.76,1382.64,Cash,Delivered,Greer-Guerrero,peter24@may-smith.com,7,Yes,36
ORD15783,12-02-2025,15-02-2025,CUST5279,Debbie Johnson,Home Office,PROD62026,Cooking Oil,Glocery,East,Missouri,South Paulfurt,4,1765,15,6001,5230.22,770.78,Cash,Cancelled,"Wu, Daniels and Bush",victoriavaughn@harmon-patton.com,8,Yes,38
ORD15784,02-02-2025,04-02-2025,CUST3529,Ariana Turner,Corporate,PROD21558,Rice Bag,Glocery,South,New York,South Elizabethberg,7,2936,5,19524.4,13636.4,5888,Credit Card,Pending,"Wilson, Pope and Hayes",maxwelljohn@rogers-hunt.com,49,No,0
ORD15785,12-04-2024,16-04-2024,CUST9328,Sarah Ellis,Corporate,PROD76293,Bookshelf,Furniture,North,Florida,Clarkhaven,1,3620,20,2896,2589.08,306.92,Net Banking,Pending,Smith Ltd,davidsonmichael@castro-morales.org,46,No,0
ORD15786,08-03-2025,12-03-2025,CUST2459,Adam Bailey,Home Office,PROD45861,Cooking Oil,Glocery,West,Delaware,Lake Heatherville,2,4421,20,7073.6,5503.96,1569.64,Cash,Pending,"Garcia, Singh and White",thompsonnicole@mitchell.com,23,No,0
ORD15787,26-11-2023,02-12-2023,CUST6017,Antonio Walker,Corporate,PROD13211,File Folder,Office Supplies,South,Iowa,Montgomerytown,2,3584,15,6092.8,4381.97,1710.83,Cash,returned,Dougherty-Cooper,austinrivera@gallagher.com,21,No,0
ORD15788,08-05-2024,15-05-2024,CUST2397,Suzanne Allen,Home Office,PROD59160,Office Chair,Furniture,South,Wyoming,South Jason,5,232,15,986,883.69,102.31,Cash,Delivered,Anderson Group,gomezvirginia@west-torres.com,28,No,0
ORD15789,29-05-2024,02-06-2024,CUST6785,Sarah Suarez,Home Office,PROD70753,Bookshelf,Furniture,South,Rhode Island,Arnoldfort,7,4096,15,24371.2,15183.31,9187.89,Credit Card,Pending,Kim-Black,robertwatson@hensley-floyd.com,3,Yes,42
ORD15790,05-01-2024,06-01-2024,CUST4354,Mr. Christopher Williams,Consumer,PROD95803,Cooking Oil,Glocery,North,Massachusetts,Cabreraberg,7,453,15,2695.35,2357.8,337.55,UPI,Pending,"Thompson, Fisher and Austin",diane81@may.com,31,No,0
ORD15791,27-09-2025,30-09-2025,CUST1020,Andrew Larson,Home Office,PROD49458,Sofa,Furniture,South,Arkansas,New Jeffrey,1,2473,5,2349.35,1991.59,357.76,Cash,Pending,Wright-Anthony,frodriguez@owens-white.com,18,No,0
ORD15792,29-12-2024,02-01-2025,CUST7494,Jeffrey Garcia,Corporate,PROD80043,Sugar,Glocery,North,Oklahoma,Cooleyton,10,786,20,6288,4123.26,2164.74,Net Banking,returned,Herrera Group,timothybrown@hall-wilson.com,46,No,0
ORD15793,23-08-2025,26-08-2025,CUST9370,Diane Good DVM,Home Office,PROD23269,Headphone,Electronics,North,New York,East Shellyhaven,10,4761,20,38088,28965.4,9122.6,Credit Card,Pending,Wheeler-Rodriguez,regina78@gross-park.net,8,Yes,42
ORD15794,21-06-2025,27-06-2025,CUST5598,Anna Gross,Corporate,PROD51400,Juice Pack,Glocery,South,North Dakota,Port Robert,2,881,20,1409.6,882.5,527.1,Net Banking,returned,Thompson PLC,zoe28@zuniga.com,12,No,0
ORD15795,24-11-2024,27-11-2024,CUST8964,Rhonda Bauer,Home Office,PROD39750,Notebook,Office Supplies,East,North Dakota,North Michaelfort,7,2357,10,14849.1,9863.19,4985.91,Credit Card,Cancelled,Jackson-Brown,brandonyoung@alvarado-lee.com,34,No,0
ORD15796,08-03-2025,14-03-2025,CUST9089,Jennifer Fox,Home Office,PROD17634,Monitor,Electronics,South,Maine,Welchshire,7,4342,15,25834.9,20146.23,5688.67,UPI,Delivered,Macdonald Inc,matthewrussell@zuniga-george.org,5,Yes,46
ORD15797,20-12-2023,21-12-2023,CUST8988,Michael Cardenas,Consumer,PROD41302,Stapler,Office Supplies,North,Rhode Island,East Aaron,7,1620,10,10206,8602.99,1603.01,Net Banking,Pending,Williams-Miller,brookejordan@gutierrez-mills.com,42,No,0
ORD15798,31-01-2024,03-02-2024,CUST5696,Lori Miller,Corporate,PROD28395,Juice Pack,Glocery,East,Wyoming,New Heatherfort,6,528,0,3168,2588.61,579.39,Credit Card,Pending,Castro Group,bennettkristie@hughes-curry.com,11,No,0
ORD15799,16-03-2024,18-03-2024,CUST5367,Dale Sims,Corporate,PROD33654,Sofa,Furniture,East,New Jersey,West Stephen,8,1416,5,10761.6,7805.23,2956.37,Cash,returned,Robinson LLC,phillipskimberly@travis.com,12,No,0
ORD15800,06-08-2024,12-08-2024,CUST5807,Justin Morris,Consumer,PROD57150,Stapler,Office Supplies,West,Illinois,Phillipsshire,8,1193,15,8112.4,5808.21,2304.19,Net Banking,returned,Morales-Cole,bmiller@mendoza.biz,33,No,0
ORD15801,17-11-2024,22-11-2024,CUST9637,Michelle Martinez,Home Office,PROD44284,Mouse,Electronics,West,Rhode Island,South Sara,3,2788,5,7945.8,6887.29,1058.51,Credit Card,Delivered,Leblanc-Kelly,matthew28@osborne.com,37,No,0
ORD15802,08-05-2025,12-05-2025,CUST3769,Kevin Garcia,Consumer,PROD48717,Monitor,Electronics,West,Nebraska,East Daniellebury,1,2966,15,2521.1,2181.67,339.43,Cash,Pending,"Walton, Lewis and Sanders",michaelbarnett@campbell.info,12,No,0
ORD15803,21-02-2024,25-02-2024,CUST7489,Eric Adams,Corporate,PROD27165,Mouse,Electronics,East,Nevada,Port Richard,7,3363,15,20009.85,13728.83,6281.02,Net Banking,Delivered,Adams-Madden,usanford@solis-johnson.com,8,Yes,37
ORD15804,12-05-2024,16-05-2024,CUST1575,Cassidy Johnson,Home Office,PROD33009,Calculator,Office Supplies,East,South Carolina,South Adam,7,3088,5,20535.2,17561.6,2973.6,Net Banking,Cancelled,Perkins Group,scott15@howard.com,33,No,0
ORD15805,15-03-2025,19-03-2025,CUST6054,Nathan Smith,Consumer,PROD21362,Keyboard,Electronics,West,Hawaii,Jeffreyberg,7,4830,15,28738.5,23188.98,5549.52,UPI,Cancelled,Coleman and Sons,brownwesley@shaw.com,26,No,0
ORD15806,17-06-2024,23-06-2024,CUST5659,Heather Shannon,Home Office,PROD77397,Stapler,Office Supplies,East,Tennessee,Scottburgh,2,2728,15,4637.6,3119.94,1517.66,Credit Card,Cancelled,"Gray, Green and Moran",karablankenship@powers.com,30,No,0
ORD15807,21-01-2025,27-01-2025,CUST8714,Mark Neal,Home Office,PROD43159,Sugar,Glocery,East,Texas,Romeroside,3,4966,20,11918.4,9305.56,2612.84,Credit Card,Cancelled,Myers and Sons,lcantrell@flores.biz,17,No,0
ORD15808,03-01-2024,08-01-2024,CUST4527,Mrs. Paula Graham MD,Consumer,PROD32638,Headphone,Electronics,East,Wyoming,New Lisatown,2,3203,5,6085.7,4736.67,1349.03,UPI,Pending,"Dougherty, Wilson and Scott",emiller@lucas-decker.biz,28,No,0
ORD15809,21-12-2024,27-12-2024,CUST3968,Maria Williams,Home Office,PROD89422,Stapler,Office Supplies,West,Louisiana,Saraview,9,4433,15,33912.45,24386.16,9526.29,Credit Card,Cancelled,Mcpherson-Johnson,sdavis@hill.com,48,No,0
ORD15810,10-04-2025,16-04-2025,CUST2099,Erika Miller,Home Office,PROD78496,Monitor,Electronics,West,Mississippi,East Jose,5,4024,10,18108,13996.96,4111.04,Credit Card,Delivered,Holmes Group,hilldaniel@johnson.com,15,No,0
ORD15811,10-11-2023,14-11-2023,CUST8534,Bethany Davidson,Corporate,PROD32479,Juice Pack,Glocery,North,Connecticut,Landrymouth,3,1393,10,3761.1,2774.16,986.94,Cash,Delivered,Ramsey-Henderson,randallmelinda@chavez.info,40,No,0
ORD15812,07-07-2025,09-07-2025,CUST8300,John Welch,Corporate,PROD58480,Mouse,Electronics,East,Texas,South Yvonneton,2,3184,15,5412.8,4594.18,818.62,Net Banking,Delivered,"Brooks, Knight and Conrad",qthomas@kim.biz,34,No,0
ORD15813,27-09-2025,01-10-2025,CUST3782,David Duncan,Home Office,PROD50301,Juice Pack,Glocery,South,Hawaii,West Alyssaton,10,1219,0,12190,9193.52,2996.48,Credit Card,Pending,Valdez-Mendez,hallcathy@thompson-ramirez.com,46,No,0
ORD15814,01-07-2024,04-07-2024,CUST1502,Kayla Campbell,Home Office,PROD29587,Snacks,Glocery,West,California,Martinezborough,7,4690,10,29547,19054.33,10492.67,Credit Card,Pending,"Conrad, Evans and Scott",nelsonharry@fernandez.com,1,Yes,46
ORD15815,17-06-2025,20-06-2025,CUST4683,Tracey Lamb,Corporate,PROD33059,Dining Table,Furniture,West,Louisiana,West Arthurland,4,4397,0,17588,11706.01,5881.99,Credit Card,Cancelled,Moore Ltd,katelyncharles@burns.info,31,No,0
ORD15816,24-04-2024,26-04-2024,CUST3532,Jerry Martinez,Home Office,PROD56424,Study Table,Furniture,West,Kentucky,Lyonsshire,1,820,15,697,429,268,Credit Card,Pending,Norris LLC,brandon45@stephens.com,42,No,0
ORD15817,13-06-2024,15-06-2024,CUST4591,Paul Phillips,Consumer,PROD11905,Calculator,Office Supplies,South,Rhode Island,Josephmouth,5,976,0,4880,3231.61,1648.39,Net Banking,Cancelled,Singh Ltd,umccarthy@anderson.com,15,No,0
ORD15818,01-04-2025,07-04-2025,CUST8817,Tanya Davis,Consumer,PROD85850,Office Chair,Furniture,East,Maryland,New Angelamouth,4,3371,10,12135.6,8969.43,3166.17,Credit Card,returned,Mcbride Inc,ojones@baker-palmer.com,15,No,0
ORD15819,21-06-2024,26-06-2024,CUST7829,Michael Hubbard,Corporate,PROD13195,Cooking Oil,Glocery,North,Louisiana,Stuartview,8,2309,0,18472,14889.63,3582.37,Credit Card,returned,"Arnold, Haney and Morris",chartman@webb.com,25,No,0
ORD15820,08-03-2025,09-03-2025,CUST5509,Dawn Lozano,Home Office,PROD89362,Pen,Office Supplies,West,Maine,Robinside,4,2979,10,10724.4,6478.15,4246.25,Net Banking,Delivered,"Burton, Ferguson and Mcintosh",danielmartinez@lee.biz,17,No,0
ORD15821,09-01-2025,15-01-2025,CUST6879,Craig Leach,Home Office,PROD77215,Mouse,Electronics,East,Massachusetts,Williamview,9,3567,5,30497.85,24261.14,6236.71,UPI,returned,Black Group,cherylsullivan@howard.biz,40,No,0
ORD15822,08-09-2025,09-09-2025,CUST8698,Tony Hughes,Consumer,PROD62415,Monitor,Electronics,East,Texas,Gonzalezport,1,3968,10,3571.2,2964.94,606.26,Net Banking,Cancelled,Vega PLC,meyersteven@williams.com,44,No,0
ORD15823,12-11-2023,18-11-2023,CUST3490,Stephanie Barton,Consumer,PROD98790,Monitor,Electronics,North,Rhode Island,Lake Patriciaview,10,4828,15,41038,35522.82,5515.18,UPI,returned,Price-Stevens,humphreysarah@sloan.com,14,No,0
ORD15824,22-03-2024,29-03-2024,CUST6930,Edward Perez,Corporate,PROD70396,Cooking Oil,Glocery,South,Pennsylvania,East Donnahaven,7,915,5,6084.75,3747.82,2336.93,Cash,Delivered,Krause-Johnson,walkermatthew@ashley.com,30,No,0
ORD15825,06-05-2025,08-05-2025,CUST4633,Alexander Carey,Consumer,PROD22085,Notebook,Office Supplies,East,Colorado,North Amandachester,3,2732,0,8196,7296.86,899.14,UPI,returned,"Wilson, Singleton and Bowen",teresacarter@johnson.biz,48,No,0
ORD15826,29-06-2024,02-07-2024,CUST3169,Maria Murphy,Corporate,PROD64383,Juice Pack,Glocery,North,Virginia,Riveraton,6,4909,15,25035.9,22253.33,2782.57,UPI,Delivered,"Huang, Ewing and Weber",darlenebarker@gutierrez.com,43,No,0
ORD15827,30-01-2024,03-02-2024,CUST3730,James Reed,Home Office,PROD49488,Mouse,Electronics,North,Nebraska,Davidland,6,2869,15,14631.9,11541.44,3090.46,Cash,returned,Gomez PLC,jordan17@holmes-haynes.org,1,Yes,27
ORD15828,20-04-2024,24-04-2024,CUST5457,Amy Benson,Home Office,PROD95016,Pen,Office Supplies,South,Florida,East Donaldstad,9,4401,0,39609,35243.4,4365.6,Credit Card,Pending,"Lee, King and Griffin",dennis09@nelson.com,20,No,0
ORD15829,23-06-2024,27-06-2024,CUST4678,Janice Bolton,Consumer,PROD32941,Headphone,Electronics,West,Illinois,East Christina,6,3701,15,18875.1,16473.68,2401.42,UPI,Pending,Moore LLC,travis47@figueroa-lozano.com,37,No,0
ORD15830,31-07-2025,07-08-2025,CUST3537,Ashley Smith,Corporate,PROD96311,Headphone,Electronics,East,Minnesota,Stephensside,7,808,0,5656,5042.86,613.14,Cash,Pending,Richardson Inc,hmiranda@gonzalez.net,46,No,0
ORD15831,19-04-2024,21-04-2024,CUST3926,Christopher Smith,Consumer,PROD64570,Notebook,Office Supplies,North,Wisconsin,Tatehaven,3,4258,0,12774,9104,3670,Net Banking,Cancelled,Chase-Garner,kguzman@harding.com,30,No,0
ORD15832,17-02-2025,18-02-2025,CUST3088,Brenda Jimenez,Home Office,PROD44278,Cooking Oil,Glocery,East,Alaska,Port Tiffany,5,3603,20,14412,10303.59,4108.41,Cash,Cancelled,"Herring, Friedman and Evans",pearsonkelly@sullivan.com,17,No,0
ORD15833,11-08-2024,13-08-2024,CUST3344,Kevin Montgomery,Home Office,PROD33819,Mouse,Electronics,East,Oklahoma,Lake Rebekah,10,1334,5,12673,7931.53,4741.47,Cash,Delivered,Kelley and Sons,brandymoore@kerr.info,44,No,0
ORD15834,29-10-2024,04-11-2024,CUST8476,Nicholas Valentine,Home Office,PROD91896,Snacks,Glocery,West,Utah,Johnsonview,10,2871,0,28710,20185.52,8524.48,UPI,returned,"Snow, Tucker and Hamilton",alexandrasmith@hughes.com,45,No,0
ORD15835,19-07-2024,20-07-2024,CUST5239,Nathaniel Smith,Consumer,PROD64389,Stapler,Office Supplies,West,Iowa,Tylerborough,1,3695,5,3510.25,2561.7,948.55,Cash,Delivered,"Gomez, Williams and Hall",hernandezpaige@brady-anthony.com,14,No,0
ORD15836,10-10-2025,15-10-2025,CUST7059,Alexander Diaz,Corporate,PROD82034,Notebook,Office Supplies,South,New York,Richardchester,4,2341,15,7959.4,5510.88,2448.52,Net Banking,Delivered,Carr Group,susan21@carr.com,32,No,0
ORD15837,16-02-2025,19-02-2025,CUST7213,Philip Harvey,Corporate,PROD10469,Dining Table,Furniture,West,Rhode Island,Moyerstad,7,4390,20,24584,18905.11,5678.89,UPI,returned,Oconnell and Sons,alexander46@velasquez-nguyen.net,50,No,0
ORD15838,19-11-2023,25-11-2023,CUST4977,John Fuller,Corporate,PROD51257,Sofa,Furniture,East,North Dakota,West Michelleborough,3,4374,20,10497.6,7094.72,3402.88,Net Banking,Delivered,Bush Inc,jroberts@allison-woods.com,23,No,0
ORD15839,02-11-2024,03-11-2024,CUST6438,Mr. Charles Thompson,Consumer,PROD43070,Rice Bag,Glocery,West,Minnesota,Josephborough,6,819,10,4422.6,2938.39,1484.21,Cash,Delivered,Lopez-Grant,stanley56@bowman.org,17,No,0
ORD15840,27-12-2024,31-12-2024,CUST6053,Joshua Jackson,Corporate,PROD11018,Sofa,Furniture,North,Hawaii,Port Williamshire,2,989,20,1582.4,1064.86,517.54,UPI,Delivered,Bailey Group,rebeccamckinney@roberts-mullen.org,2,Yes,23
ORD15841,19-10-2025,20-10-2025,CUST5549,Dwayne Howard,Corporate,PROD65729,Sugar,Glocery,North,Nevada,West Sherry,5,191,10,859.5,741.39,118.11,Cash,Pending,Davis-Martin,reginaldramirez@washington.info,36,No,0
ORD15842,05-05-2025,06-05-2025,CUST1438,Russell Taylor MD,Corporate,PROD88918,Mouse,Electronics,North,Washington,New Beverly,6,745,10,4023,2563.86,1459.14,Net Banking,returned,Miles-Schneider,kellyclay@watkins.com,38,No,0
ORD15843,12-03-2024,19-03-2024,CUST4949,John Baker,Corporate,PROD35350,Notebook,Office Supplies,West,Massachusetts,Millertown,5,3724,5,17689,12333.3,5355.7,UPI,Delivered,White Inc,laura09@cortez-giles.com,20,No,0
ORD15844,08-04-2024,15-04-2024,CUST4091,Troy Mills,Corporate,PROD32143,Snacks,Glocery,South,Maryland,Thompsonfort,9,2352,15,17992.8,15222.42,2770.38,UPI,Pending,"Ramos, Willis and Johnson",amber72@cunningham.com,39,No,0
ORD15845,21-11-2024,23-11-2024,CUST1183,John Miller,Consumer,PROD24189,Stapler,Office Supplies,South,Minnesota,West Annmouth,10,612,0,6120,4617.65,1502.35,UPI,returned,Young LLC,kennethcallahan@carlson.info,8,Yes,36
ORD15846,26-04-2024,02-05-2024,CUST4171,Brian Wall,Home Office,PROD37523,Dining Table,Furniture,North,Michigan,Pearsonmouth,3,1152,20,2764.8,2447.05,317.75,Cash,Cancelled,Hicks-Lamb,andre51@sanchez.net,14,No,0
ORD15847,25-04-2024,28-04-2024,CUST7304,Anthony Peterson,Home Office,PROD17064,Cooking Oil,Glocery,North,Hawaii,South Rebeccaburgh,1,4641,5,4408.95,3654.39,754.56,UPI,returned,Bennett-Garcia,mayermatthew@kim-wallace.com,44,No,0
ORD15848,08-03-2024,09-03-2024,CUST1119,Ronald Edwards,Home Office,PROD14486,Bookshelf,Furniture,South,Maryland,Adamsmouth,5,4803,20,19212,12037.43,7174.57,Net Banking,Delivered,"Little, Graves and Higgins",anunez@allison.com,45,No,0
ORD15849,11-05-2025,17-05-2025,CUST7326,Kevin Hampton,Consumer,PROD67308,Bookshelf,Furniture,East,Colorado,New Rachel,9,4579,5,39150.45,31022.57,8127.88,Credit Card,Pending,"Choi, Jones and Hart",nfisher@perez.org,5,Yes,25
ORD15850,04-08-2024,05-08-2024,CUST4184,Joseph Jacobson,Home Office,PROD21088,Bookshelf,Furniture,East,Delaware,West Kennethchester,6,4148,20,19910.4,14644.96,5265.44,Credit Card,Cancelled,Blair and Sons,anthonyfloyd@cooper-washington.biz,49,No,0
ORD15851,16-08-2025,20-08-2025,CUST5591,Matthew Ramirez,Home Office,PROD63727,Bookshelf,Furniture,West,Nevada,East Mitchellport,2,3704,0,7408,5559.02,1848.98,Credit Card,Pending,Conley Group,maryramirez@erickson.com,5,Yes,26
ORD15852,11-05-2024,13-05-2024,CUST3967,Jesse Young,Home Office,PROD84364,File Folder,Office Supplies,South,Oregon,Myerstown,8,3845,10,27684,22225.3,5458.7,Cash,Delivered,"Oneal, Zavala and Mercado",tammyrichard@peterson-garner.biz,28,No,0
ORD15853,12-09-2024,19-09-2024,CUST6846,Cheryl Randall,Corporate,PROD60751,Pen,Office Supplies,North,New Hampshire,New Sarah,7,4116,0,28812,20766.72,8045.28,UPI,Delivered,Ross PLC,amejia@cruz-horton.net,17,No,0
ORD15854,25-05-2025,29-05-2025,CUST9802,Heather Dominguez,Home Office,PROD13766,Keyboard,Electronics,West,Florida,Erichaven,7,4168,10,26258.4,20152.74,6105.66,UPI,Pending,Davila Ltd,michellebautista@hensley-guzman.net,16,No,0
ORD15855,26-05-2025,29-05-2025,CUST8570,Samantha Hayes,Home Office,PROD91630,Mouse,Electronics,South,West Virginia,Crystalfort,2,3414,0,6828,5422.63,1405.37,Cash,Cancelled,"Hodge, Parsons and Martinez",garrettlloyd@king.com,39,No,0
ORD15856,13-02-2024,17-02-2024,CUST5549,William Holland,Consumer,PROD83772,Rice Bag,Glocery,South,Texas,Silvaport,5,4006,15,17025.5,13203.88,3821.62,Credit Card,returned,"Coleman, Andrews and Blackwell",davidnovak@vega.com,22,No,0
ORD15857,02-03-2024,04-03-2024,CUST3797,Eric Vargas,Corporate,PROD35186,Sofa,Furniture,West,Pennsylvania,New Kenneth,7,3305,5,21978.25,18428.07,3550.18,Credit Card,Delivered,Daniel LLC,melissa71@burke.info,41,No,0
ORD15858,01-10-2024,05-10-2024,CUST9792,Paula Buchanan,Corporate,PROD95236,Juice Pack,Glocery,South,Nevada,Davidmouth,4,3738,0,14952,9439.85,5512.15,Net Banking,Delivered,"Perez, Cordova and Miller",baileyandrew@morgan-farrell.biz,26,No,0
ORD15859,06-02-2024,12-02-2024,CUST3817,David Wallace,Home Office,PROD46031,Study Table,Furniture,South,New Mexico,Sylviachester,7,2361,15,14047.95,9258.27,4789.68,UPI,Delivered,Andrews-Vega,jenniferwright@rivera.info,38,No,0
ORD15860,23-05-2025,25-05-2025,CUST4239,Margaret Mooney,Consumer,PROD93662,Laptop,Electronics,West,Maryland,Cookchester,1,553,10,497.7,410.78,86.92,Net Banking,returned,Vaughan-Ellis,baldwinlinda@robinson-foster.info,43,No,0
ORD15861,12-09-2025,17-09-2025,CUST8052,Gregory Nixon,Home Office,PROD77200,Office Chair,Furniture,North,Wisconsin,Richardmouth,5,3859,0,19295,12447.17,6847.83,Credit Card,Pending,Clements-Fields,garyhale@jimenez.com,23,No,0
ORD15862,29-02-2024,01-03-2024,CUST6506,Vanessa Mcconnell,Corporate,PROD14430,Mouse,Electronics,North,Ohio,East Renee,8,1305,20,8352,7008.83,1343.17,Net Banking,Delivered,"Peterson, Gilbert and Green",hallmarcus@mcgee.com,5,Yes,41
ORD15863,13-07-2025,14-07-2025,CUST7274,Jose Maxwell,Corporate,PROD94166,Pen,Office Supplies,West,Vermont,Riveraborough,10,1068,0,10680,8715.41,1964.59,Net Banking,Delivered,Rivers-Woodward,mcabrera@randolph-martinez.biz,49,No,0
ORD15864,17-02-2024,20-02-2024,CUST1589,Margaret Fernandez,Home Office,PROD95086,Dining Table,Furniture,South,Connecticut,North Laura,2,3142,20,5027.2,3124.37,1902.83,Cash,Delivered,Stevenson-Brooks,johnathangould@jones-stephens.com,40,No,0
ORD15865,27-07-2025,02-08-2025,CUST1225,Karen Smith,Home Office,PROD52266,Bookshelf,Furniture,West,Wisconsin,South Colton,1,3476,20,2780.8,2332.19,448.61,Net Banking,Delivered,Wilson Group,alicia28@johnson.com,17,No,0
ORD15866,16-05-2024,17-05-2024,CUST2716,Thomas Dougherty Jr.,Home Office,PROD51039,Sofa,Furniture,East,Colorado,Reynoldsview,10,2157,5,20491.5,13891.03,6600.47,Net Banking,Pending,"Edwards, Gay and Lopez",ygonzalez@hansen-johnson.com,6,Yes,39
ORD15867,20-02-2024,24-02-2024,CUST3043,Patrick Serrano,Corporate,PROD84879,Pen,Office Supplies,East,Colorado,Gonzaleschester,9,2326,5,19887.3,17488.41,2398.89,Net Banking,returned,Adams Ltd,lwagner@jenkins.com,23,No,0
ORD15868,30-01-2025,31-01-2025,CUST7411,Nicholas Martin,Consumer,PROD58399,Notebook,Office Supplies,North,Massachusetts,Peggyhaven,3,3259,0,9777,5885.03,3891.97,Net Banking,Pending,Phillips-Nash,garciamichael@mcfarland.com,43,No,0
ORD15869,26-06-2024,02-07-2024,CUST2071,Sharon West,Consumer,PROD56669,Bookshelf,Furniture,East,Utah,Johnsonburgh,3,2648,15,6752.4,5788.71,963.69,Credit Card,Pending,Waller-Roberts,amy74@donaldson.biz,13,No,0
